,Make,Model,Variant,Ex-Showroom_Price(in lakhs),Displacement(in cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity (in litres),Fuel_Type,Height (in mm),Length(in mm),Width(in mm),Body_Type,Doors,City_Mileage (in km/litre),Highway_Mileage (in km/litre),ARAI_Certified_Mileage (in km/litre),Kerb_Weight (in kg),Gears,Ground_Clearance(in mm),Seating_Capacity,Wheelbase (in mm),Boot_Space (in litres)
121,Hyundai,Elite I20,Era 1.2,5.6,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1505,3995,1710,Hatchback,5,13.3,18.6,18.6,1066,5,165,5,2525,285
122,Hyundai,Elite I20,Era 1.4 Crdi,6.98,1396,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1505,3985,1734,Hatchback,5,18.4,22.54,22.54,1510,6,170,5,2570,285
123,Hyundai,Elite I20,Magna Plus,6.35,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.3,18.5,18.6,1058,5,170,5,2570,285
124,Hyundai,Elite I20,Magna Plus Crdi,7.71,1396,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1505,3985,1734,Hatchback,5,18.4,22.54,22.54,1510,6,170,5,2570,285
125,Hyundai,Elite I20,Sportz Plus,7.22,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.3,18.5,18.6,1060,5,170,5,2570,285
126,Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,8.76,1396,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1505,3985,1734,Hatchback,5,18.4,22.54,22.54,1515,6,170,5,2570,285
127,Hyundai,Elite I20,Asta (O) 1.2,8.09,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1505,3995,1734,Hatchback,5,13.3,18.5,18.15,1515,5,170,5,2570,285
128,Hyundai,Elite I20,Asta (O) Crdi,9.34,1396,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1505,3985,1734,Hatchback,5,18.4,22.5,22.54,1515,6,170,5,2570,285
129,Hyundai,Elite I20,Asta (O) Cvt,9.21,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.3,18.6,18.6,1066,5,170,5,2570,285
130,Hyundai,Elite I20,Sportz Plus Dual Tone,7.52,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.3,18.5,18.6,1060,5,170,5,2570,285
131,Hyundai,Elite I20,Sportz Plus Cvt,8.32,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.3,18.5,18.6,1060,5,170,5,2570,285
132,Hyundai,Elite I20,Sportz Plus Crdi,8.46,1396,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1505,3985,1734,Hatchback,5,18.4,22.54,22.54,1515,6,170,5,2570,285
133,Hyundai,Aura,E 1.2 Petrol,5.8,1197,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Petrol,1520,3995,1680,Sedan,5,,,20.5,,5,,5,2450,
134,Hyundai,Aura,S 1.2 Petrol,6.56,1197,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Petrol,1520,3995,1680,Sedan,5,,,20.5,,5,,5,2450,
135,Hyundai,Aura,S 1.2 Amt Petrol,7.06,1197,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Petrol,1520,3995,1680,Sedan,5,,,20.1,,5,,5,2450,
136,Hyundai,Aura,Sx 1.2 Petrol,7.3,1197,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Petrol,1520,3995,1680,Sedan,5,,,20.5,,5,,5,2450,
137,Hyundai,Aura,Sx Plus 1.2 Amt Petrol,8.05,1197,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Petrol,1520,3995,1680,Sedan,5,,,20.1,,5,,5,2450,
138,Hyundai,Aura,Sx (O) 1.2 Petrol,7.86,1197,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Petrol,1520,3995,1680,Sedan,5,,,20.5,,5,,5,2450,
139,Hyundai,Aura,S 1.2 Cng Petrol (Cng +,7.29,1197,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,CNG + Petrol,1520,3995,1680,Sedan,5,,20.5,20.5,,5,,5,2450,
140,Hyundai,Aura,Sx Plus 1.0 Petrol,8.55,998,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Petrol,1520,3995,1680,Sedan,5,,,20.5,,5,,5,2450,
141,Hyundai,Aura,S 1.2 Diesel,7.74,1186,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Diesel,1520,3995,1680,Sedan,5,,,25.35,,5,,5,2450,
142,Hyundai,Aura,S 1.2 Amt Diesel,8.24,1186,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Diesel,1520,3995,1680,Sedan,5,,,20.4,,5,,5,2450,
143,Hyundai,Aura,Sx Plus 1.2 Amt Diesel,9.23,1186,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Diesel,1520,3995,1680,Sedan,5,,,25.4,,5,,5,2450,
144,Hyundai,Aura,Sx (O) 1.2 Diesel,9.04,1186,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Diesel,1520,3995,1680,Sedan,5,,,25.35,,5,,5,2450,
145,Volkswagen,Polo,Trendline 1.0L (P),5.82,999,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1469,3971,1682,Hatchback,5,14,16,18.78,1033,5,165,5,2469,280
146,Volkswagen,Polo,Comfortline 1.0 (P),6.77,999,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1469,3971,1682,Hatchback,5,14,16,18.78,1049,5,165,5,2469,280
147,Volkswagen,Polo,Highline Plus 1.0 (P),7.77,999,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1469,3971,1682,Hatchback,5,14,16,18.78,1053,5,165,5,2469,280
148,Volkswagen,Polo,Trendline 1.5L (D),7.35,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1469,3971,1682,Hatchback,5,19,20,20.14,1033,5,165,5,2469,280
149,Volkswagen,Polo,Comfortline 1.5 (D),8.52,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1469,3971,1682,Hatchback,5,19,20,20.14,1142,5,165,5,2469,280
150,Volkswagen,Polo,Highline Plus 1.5 (D),9.32,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1469,3971,1682,Hatchback,5,19,20,20.14,1158,5,165,5,2469,280
151,Volkswagen,Polo,Gt Tsi,9.76,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1469,3971,1682,Hatchback,5,17,17,17.21,1109,7,165,5,2469,280
152,Volkswagen,Polo,Gt Tdi,9.89,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1469,3971,1682,Hatchback,5,19,19,19.91,1148,5,165,5,2469,250
153,Maruti Suzuki,Dzire,Lxi,5.83,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Petrol,1515,3995,1735,Sedan,4,16.3,,22,860,5,163,5,2450,378
154,Maruti Suzuki,Dzire,Vxi,6.73,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Petrol,1515,3995,1735,Sedan,4,16.3,,22,872,5,163,5,2450,378
155,Maruti Suzuki,Dzire,Ldi,6.67,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Diesel,1515,3995,1735,Sedan,4,28.4,,28.4,955,5,163,5,2450,378
156,Maruti Suzuki,Dzire,Zxi,7.32,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Petrol,1515,3995,1735,Sedan,4,16.3,,22,882,5,163,5,2450,378
157,Maruti Suzuki,Dzire,Vdi,7.58,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Diesel,1515,3995,1735,Sedan,4,28.4,,28.4,967,5,163,5,2450,378
158,Maruti Suzuki,Dzire,Vxi Amt,7.2,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Petrol,1515,3995,1735,Sedan,4,16.3,,22,872,4,163,5,2450,378
159,Maruti Suzuki,Dzire,Zdi Amt,8.63,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Diesel,1515,3995,1735,Sedan,4,28.4,,28.4,978,5,163,5,2450,378
160,Maruti Suzuki,Dzire,Zdi,8.17,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Diesel,1515,3995,1735,Sedan,4,28.4,,28.4,978,5,163,5,2450,378
161,Maruti Suzuki,Dzire,Zxi Plus,8.22,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Petrol,1515,3995,1735,Sedan,4,16.3,,22,895,5,163,5,2450,378
162,Maruti Suzuki,Dzire,Zxi At,7.79,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Petrol,1515,3995,1735,Sedan,4,16.3,,22,882,5,163,5,2450,378
163,Maruti Suzuki,Dzire,Zxi Plus Amt,8.69,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Petrol,1515,3995,1735,Sedan,4,16.3,,22,990,5,163,5,2450,378
164,Maruti Suzuki,Dzire,Zdi Plus,9.06,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Diesel,1515,3995,1735,Sedan,4,28.4,,28.4,895,5,163,5,2450,378
165,Maruti Suzuki,Dzire,Vdi Amt,8.05,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Diesel,1515,3995,1735,Sedan,4,28.4,,28.4,967,5,163,5,2450,378
166,Maruti Suzuki,Dzire,Zdi Plus Amt,9.53,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37,Diesel,1515,3995,1735,Sedan,4,28.4,,28.4,990,5,163,5,2450,378
167,Ford,Freestyle,1.5L Tdci Ambiente,6.76,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1570,3954,1737,Crossover,5,,,24.4,1062,5,190,5,2490,257
168,Ford,Freestyle,1.5L Tdci Titanium,7.91,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1570,3954,1737,Hatchback,5,,,24.4,1074,5,190,5,2490,257
169,Ford,Freestyle,1.5L Tdci Titanium Plus,8.36,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1570,3954,1737,Hatchback,5,,,24.4,1080,5,190,5,2490,257
170,Ford,Freestyle,1.2L Ti-Vct Ambiente,5.91,1194,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1570,3954,1737,Hatchback,5,,,19,1026,5,190,5,2490,257
171,Ford,Freestyle,1.2L Ti-Vct Titanium,7.21,1194,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1570,3954,1737,Hatchback,5,,,19,1038,5,190,5,2490,257
172,Ford,Freestyle,1.2L Ti-Vct Titanium Plus,7.56,1194,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1570,3954,1737,Hatchback,5,,,19,1044,5,190,5,2490,257
173,Ford,Freestyle,1.2L Ti-Vct Trend Plus,6.81,1194,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1570,3954,1737,Crossover,5,,,19,1032,5,190,5,2490,257
174,Ford,Freestyle,1.5L Tdci Trend Plus,7.46,1498,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Diesel,1570,3954,1737,Crossover,5,,,24.4,1068,5,190,5,2490,257
175,Volkswagen,Ameo,Trendline 1.5L Tdi,7.12,1498,,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45,Diesel,1483,3995,1682,Sedan,4,15.3,21.66,21.66,1044,,165,5,2470,330
176,Volkswagen,Ameo,Comfortline 1.5L Tdi,8.11,1498,,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1483,3995,1682,Sedan,4,15.3,21.66,21.66,1044,,165,5,2470,330
177,Volkswagen,Ameo,Highline Plus 1.5L Tdi Dsg,10,1498,,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45,Diesel,1483,3995,1682,Sedan,4,15.3,21.73,21.73,1184,7,165,5,2470,330
178,Volkswagen,Ameo,Highline Plus 1.5L Tdi,9.26,1498,,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45,Diesel,1483,3995,1682,Sedan,4,15.3,21.66,21.66,1044,,165,5,2470,330
179,Volkswagen,Ameo,Trendline 1.0L,5.94,999,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1483,3995,1682,Sedan,4,,,19,1027,5,165,5,2470,330
180,Volkswagen,Ameo,Comfortline 1.0L,6.65,999,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1483,3995,1682,Sedan,4,,,19,1039,5,165,5,2470,330
181,Volkswagen,Ameo,Highline Plus 1.0L,8,999,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1483,3995,1682,Sedan,4,,,19,1050,5,165,5,2470,330
182,Volkswagen,Ameo,Gt Line Tdi Dsg,10,1498,,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45,Diesel,1483,3995,1682,Sedan,4,15.3,21.73,21.73,1184,7,165,5,2470,330
183,Ford,Aspire,1.2 Ti-Vct Ambiente,5.99,1194,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1525,3995,1704,Sedan,4,,,20.4,1020,5,,5,2490,
184,Ford,Aspire,1.2 Ti-Vct Trend Plus,6.97,1194,4,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1525,3995,1704,Sedan,4,,,20.4,1020,5,,5,2490,
185,Ford,Aspire,1.2 Ti-Vct Trend,6.63,1194,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1525,3995,1704,Sedan,4,,,20.4,1020,5,,5,2490,
186,Ford,Aspire,1.5 Tdci Ambiente,6.99,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1525,3995,1704,Sedan,4,,,26.1,1057,5,,5,2490,
187,Ford,Aspire,1.5 Tdci Trend,7.37,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1525,3995,1704,Sedan,4,,,26.1,1057,5,,5,2490,
188,Ford,Aspire,1.5 Tdci Trend Plus,7.77,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1525,3995,1705,Sedan,4,,,26.1,1057,5,,5,2490,
189,Ford,Aspire,1.5 Tdci Titanium,8.17,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1525,3995,1704,Sedan,4,,,26.1,1057,5,,5,2490,
190,Ford,Aspire,1.5 Tdci Titanium Plus,8.62,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1525,3995,1704,Sedan,4,,,26.1,1057,5,,5,2490,
191,Ford,Aspire,1.2 Ti-Vct Titanium Plus,7.82,1194,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1525,3995,1704,Sedan,4,,,19.4,,5,,5,2490,
192,Ford,Aspire,1.2 Ti-Vct Titanium,7.37,1194,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1525,3995,1704,Sedan,4,,,19.4,1030,5,,5,2490,
193,Ford,Aspire,1.2 Trend Plus Cng,7.58,1194,4,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,CNG,1525,3995,1704,Sedan,4,,,,1030,5,,5,2490,
194,Ford,Aspire,1.2 Ti-Vct Blu,7.62,1194,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1525,3995,1704,Sedan,4,,,19.4,1030,5,,5,2490,
195,Ford,Aspire,1.5 Tdci Blu,8.42,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1525,3995,1704,Sedan,4,,,26.1,1067,5,,5,2490,
196,Toyota,Platinum Etios,G,6.27,1496,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,4369,1695,Sedan,4,13.6,16.3,16.78,935,5,170,5,2550,592
197,Toyota,Platinum Etios,V,7.19,1496,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,4369,1695,Sedan,4,13.6,16.7,16.78,935,5,170,5,2550,592
198,Toyota,Platinum Etios,Gd,7.35,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,4369,1695,Sedan,4,20.32,23.59,23.59,1020,5,170,5,2550,592
199,Toyota,Platinum Etios,Vd,8.29,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,4369,1695,Sedan,4,20.3,23.6,23.59,1020,5,170,5,2550,592
200,Toyota,Platinum Etios,Vxd,8.88,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,4369,1695,Sedan,4,20.32,23.08,23.59,1020,5,170,5,2550,592
201,Toyota,Platinum Etios,Vx,7.78,1496,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45,Petrol,1510,4369,1695,Sedan,4,13.6,16.3,16.78,990,5,170,5,2550,592
202,Toyota,Platinum Etios,Gx,6.9,1496,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,4369,1695,Sedan,4,13.6,16.3,16.78,935,5,170,5,2550,592
203,Toyota,Platinum Etios,Gxd,8,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,4369,1695,Sedan,4,20.3,23.6,23.59,1020,5,170,5,2550,592
204,Toyota,Platinum Etios,Vxd Limited Edition,9.13,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,4369,1695,Sedan,4,20.32,23.08,23.59,1020,5,170,5,2550,592
205,Toyota,Platinum Etios,Vx Limited Edition,8.03,1496,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45,Petrol,1510,4369,1695,Sedan,4,13.6,16.3,16.78,990,5,170,5,2550,592
206,Toyota,Etios Cross,V,8.02,1496,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1555,3895,1735,Hatchback,5,15,16,16.78,950,5,174,5,2460,251
207,Toyota,Etios Cross,G,6.5,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1555,3895,1735,Hatchback,5,16.78,,17.71,935,5,174,5,2460,251
208,Toyota,Etios Cross,Vd,7.98,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1555,3895,1735,Hatchback,5,18.1,22.5,23.59,1030,5,174,5,2460,251
209,Toyota,Etios Cross,Gd,7.66,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1555,3895,1735,Hatchback,5,18.1,22.5,23.59,1015,5,174,5,2460,251
210,Toyota,Etios Cross,1.2 X Edition,6.69,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1555,3895,1735,Hatchback,5,16.78,,17.71,935,5,174,5,2460,251
211,Toyota,Etios Cross,1.4 X Edition,8.16,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1555,3895,1735,Hatchback,5,18.1,22.5,23.59,1015,5,174,5,2460,251
212,Mahindra,Verito Vibe,D2,6.58,1461,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Diesel,1540,3991,1740,Hatchback,5,18,20.08,20.08,1155,5,172,5,2630,330
213,Mahindra,Verito Vibe,D4,6.86,1461,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Diesel,1540,3991,1740,Hatchback,5,18,20.08,20.08,1155,5,172,5,2630,330
214,Mahindra,Verito Vibe,D6,7.5,1461,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Diesel,1540,3991,1740,Hatchback,5,18,20.08,20.08,1155,5,172,5,2630,330
215,Fiat,Urban Cross,1.3 Multijet Active,6.78,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1542,3989,1706,Crossover,5,20,,20,1210,,205,5,2510,
216,Fiat,Urban Cross,1.3 Multijet Dynamic,7.39,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1542,3989,1706,Crossover,5,20,,20,1215,,,5,2510,
217,Fiat,Urban Cross,1.4 T-Jet Emotion,9.78,1368,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1542,3989,1706,Crossover,5,17,,17.1,1215,,205,5,2510,
218,Fiat,Urban Cross,1.3 Multijet Emotion,8.1,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1542,3989,1706,Crossover,5,20,,20,1215,,205,5,2510,
219,Toyota,Glanza,G Hybrid,7.22,1197,4,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Petrol,1540,3995,1745,Hatchback,5,,,23.87,910,5,,5,2520,339
220,Toyota,Glanza,V,7.58,1197,4,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Petrol,1540,3995,1745,Hatchback,5,,,21.01,890,5,,5,2520,339
221,Toyota,Glanza,G Cvt,8.3,1197,4,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Petrol,1540,3995,1745,Hatchback,5,,,19.56,935,5,,5,2520,339
222,Toyota,Glanza,V Cvt,8.9,1197,4,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Petrol,1540,3995,1745,Hatchback,5,,,19.56,935,5,,5,2520,339
223,Toyota,Glanza,G Mt,6.98,1197,4,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,37,Petrol,1540,3995,1745,Hatchback,5,,,19.56,935,5,,5,2520,339
224,Fiat,Avventura,Multijet Dynamic,7.96,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1542,3989,1706,Crossover,5,11.2,20.5,20.5,1245,5,205,5,2510,280
225,Fiat,Avventura,Multijet Active,7.12,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1542,3989,1706,Crossover,5,11.2,,20.5,1240,5,205,5,2510,280
226,Fiat,Avventura,Multijet Emotion,8.76,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1542,3989,1706,Crossover,5,11.2,20.5,20.5,1255,5,205,5,2510,280
227,Honda,Jazz,V Petrol,7.45,1199,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Petrol,1544,3955,1694,Hatchback,5,11.3,,18.2,1042,5,165,5,2530,354
228,Honda,Jazz,Vx Cvt,9.09,1199,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Petrol,1544,3955,1694,Hatchback,5,11.3,,19,1066,5,165,5,2530,354
229,Honda,Jazz,Vx Petrol,7.89,1199,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Petrol,1544,3955,1694,Hatchback,5,11.3,,18.2,1044,5,165,5,2530,354
230,Honda,Jazz,V Cvt,8.65,1199,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Petrol,1544,3955,1694,Hatchback,5,11.3,,19,1064,5,165,5,2530,354
231,Honda,Jazz,S Diesel,8.17,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1544,3955,1694,Hatchback,5,12,,27.3,1139,6,165,5,2530,354
232,Honda,Jazz,V Diesel,8.97,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1544,3955,1694,Hatchback,5,12,,27.3,1146,6,165,5,2530,354
233,Honda,Jazz,Vx Diesel,9.41,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1544,3955,1694,Hatchback,5,12,,27.3,1155,6,165,5,2530,354
234,Honda,Jazz,Exclusive Edition Cvt,9.28,1199,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Petrol,1544,3955,1694,Hatchback,5,,,18.2,1066,5,165,5,2530,354
235,Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,26.8,1956,4,4,AWD (All Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,60,Diesel,1657,4398,1818,SUV,5,,,16.3,1654,9,,5,2636,438
236,Jeep,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,27.6,1956,4,4,AWD (All Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,60,Diesel,1657,4398,1818,SUV,5,,,16.3,1654,9,,5,2636,
237,Isuzu,Mu-X,4X2,27.35,2999,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,76,Diesel,1840,4825,1860,SUV,5,13.8,13.8,13.8,,5,220,7,2845,
238,Isuzu,Mu-X,4X4,29.32,2999,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,76,Diesel,1840,4825,1860,SUV,5,13.8,13.8,13.8,,5,220,7,2845,
239,Mahindra,Alturas G4,2Wd At,27.7,2157,4,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1845,4850,1960,,,,,12.35,,7,,,2865,
